areas,bathrooms,bedrooms,r$_pmo,coord,class,class_distance
70.0,1.0,2.0,2500,"(-22.933985999999997, -43.1760735)",0.0,"[(66.88731402216183, (46.50458426740137, 49.97927996573928))]"
85.0,2.0,2.0,3700,"(-22.9770236, -43.230294)",0.0,"[(51.43275902628339, (35.75953244960993, 38.4313871825278))]"
48.0,,2.0,1000,"(-22.8923285, -43.2968314)",0.0,"[(54.52367002545908, (37.90854281316822, 40.7409657391701))]"
62.0,1.0,2.0,2650,"(-22.9869482, -43.2307504)",0.0,"[(50.44366750654718, (35.07184913327127, 37.69232204440227))]"
400.0,1.0,4.0,33000,"(-22.9803652, -43.2139765)",0.0,"[(55.897345789287655, (37.994503227710545, 42.681011726749624))]"
45.0,2.0,1.0,2000,"(-22.9676704, -43.1844375)",0.0,"[(59.59276406410721, (41.432919809403806, 44.528674572063466))]"
140.0,3.0,3.0,3800,"(-22.9862128, -43.1921237)",0.0,"[(57.00122607356774, (40.143513591268835, 42.03432973088978))]"
76.0,2.0,2.0,2100,"(-22.9662234, -43.382768799999994)",0.0,"[(31.92718061388498, (23.123351511887186, 22.818636139625884))]"
134.0,3.0,2.0,11000,"(-22.9871664, -43.2242641)",0.0,"[(51.073972421865534, (36.275294936863915, 37.3227894753395))]"
50.0,1.0,1.0,2500,"(-23.014923800000002, -43.407209)",0.0,
160.0,1.0,3.0,5500,"(-22.988339899999996, -43.3529408)",0.0,"[(34.7418396307347, (24.154876486395167, 25.959662976659406))]"
85.0,2.0,2.0,2700,"(-22.966940100000002, -43.181606200000004)",0.0,"[(62.80731150324992, (43.66789058750443, 46.93063627097145))]"
205.0,,2.0,5700,"(-22.9813398, -43.20901170000001)",0.0,"[(56.137615359069805, (38.424305300422205, 42.588628584483935))]"
280.0,3.0,3.0,4900,"(-22.97579330000001, -43.1912304)",0.0,"[(58.54188696335408, (40.65927607852282, 43.789609433937926))]"
91.0,1.0,3.0,1750,"(-10.9414907, -40.4205842)",0.0,
70.0,1.0,2.0,1250,"(-22.8795186, -43.3803636)",0.0,"[(45.18839998571993, (29.742303431646718, 35.47512663002566))]"
120.0,3.0,2.0,1935,"(-22.924047, -43.23641660000001)",0.0,"[(58.232763224469906, (40.48735524943816, 43.51246000714085))]"
81.0,2.0,3.0,1700,"(-22.9042268, -43.2775135)",0.0,"[(56.625489504898546, (39.36986986038785, 42.31147915768686))]"
59.0,1.0,1.0,3600,"(-22.9839557, -43.202216299999996)",0.0,"[(56.50185306493152, (39.28390944584552, 42.219096015421165))]"
100.0,2.0,3.0,4200,"(-22.98327260000001, -43.202763)",0.0,"[(56.625489504898546, (39.36986986038785, 42.31147915768686))]"
70.0,2.0,2.0,1600,"(-22.9111171, -43.2036474)",0.0,"[(66.51824313692852, (45.90286136560505, 50.07166310800497))]"
65.0,2.0,2.0,1400,"(-22.9243251, -43.251933)",0.0,"[(57.370638771075555, (39.455830274930186, 43.32769372260947))]"
46.0,1.0,1.0,1300,"(-22.9207746, -43.2445802)",0.0,"[(59.111149571500235, (41.9486822966578, 43.23531058034378))]"
35.0,1.0,,1200,"(-23.000417300000002, -43.332459)",0.0,"[(36.101840470372, (25.100441046360814, 26.975877541582015))]"
75.0,3.0,2.0,1803,"(-23.017635000000002, -43.453629)",0.0,
320.0,4.0,4.0,9500,"(-23.0143229, -43.2972041)",0.0,"[(37.48713131900061, (28.28097638442708, 25.405364123065254))]"
184.0,3.0,4.0,5500,"(-22.9644432, -43.1803517)",0.0,"[(61.143501074284174, (43.06616768570811, 45.08297342565761))]"
78.0,2.0,2.0,1400,"(-22.9367841, -43.368588700000004)",0.0,"[(38.08082633540738, (26.303886849953454, 28.63877410236447))]"
78.0,2.0,2.0,1000,"(-22.898415300000003, -43.2607778)",0.0,"[(59.90188706196261, (41.6908010530308, 44.71344085659484))]"
65.0,1.0,1.0,800,"(-22.928988, -43.353419099999996)",1.0,0
85.0,1.0,3.0,1800,"(-22.9319478, -43.1969954)",0.0,"[(64.6623308981204, (44.78537597655474, 48.50114968948821))]"
50.0,1.0,1.0,1600,"(-22.9265883, -43.22686029999999)",0.0,"[(60.70561792636825, (42.12060312574246, 45.45250599472038))]"
78.0,4.0,2.0,4700,"(-22.995434399999997, -43.25830379999999)",0.0,"[(46.858210747503385, (32.57899711154366, 35.013210918697204))]"
137.0,3.0,3.0,25000,"(-22.98679, -43.2200859)",0.0,"[(51.39061323590786, (36.705097009575574, 37.3227894753395))]"
80.0,1.0,1.0,750,"(-22.8869338, -43.2970637)",0.0,"[(56.625489504898546, (39.36986986038785, 42.31147915768686))]"
115.0,2.0,3.0,3200,"(-23.000725199999998, -43.421142700000004)",0.0,
81.0,3.0,2.0,2200,"(-23.011040700000002, -43.446195)",0.0,"[(16.648508585143283, (12.12041845046875, 11.825042210008554))]"
78.0,1.0,2.0,1000,"(-22.928988, -43.353419099999996)",1.0,0
80.0,,1.0,690,"(-22.8997079, -43.5392258)",0.0,"[(19.233515012796722, (12.980022595892065, 14.781302762510693))]"
63.0,1.0,1.0,2000,"(-22.9571371, -43.1961964)",0.0,"[(60.70863950942327, (41.77676146757314, 45.822038563783146))]"
60.0,1.0,2.0,1000,"(-22.5144471, -43.1816234)",0.0,
72.0,2.0,2.0,2000,"(-23.0143229, -43.2972041)",0.0,"[(37.48713131900061, (28.28097638442708, 25.405364123065254))]"
78.0,2.0,2.0,2800,"(-22.97579330000001, -43.1912304)",0.0,"[(58.54188696335408, (40.65927607852282, 43.789609433937926))]"
110.0,,2.0,2200,"(-22.92126780000001, -43.255565399999995)",0.0,"[(57.80165549759894, (40.48735524943816, 42.86577801128101))]"
55.0,1.0,1.0,1100,"(-5.8121386, -35.82343570000001)",0.0,
73.0,3.0,2.0,2296,"(-22.9997404, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
55.0,,1.0,800,"(-22.9183909, -43.3971464)",1.0,0
45.0,,1.0,850,"(-22.9155837, -43.353417)",0.0,"[(43.891110323780225, (30.601907577070033, 32.70363236205491))]"
140.0,3.0,3.0,4500,"(-23.0019199, -43.390732898603055)",0.0,"[(28.33217438189416, (21.57606405012522, 18.938544164466826))]"
54.0,1.0,1.0,2400,"(-22.9513701, -43.1842679)",0.0,"[(61.94185642348073, (43.06616768570811, 46.283954275111604))]"
86.0,2.0,3.0,3100,"(-22.9628006, -43.2070138)",0.0,"[(59.165494621018425, (40.573315663980495, 44.80582399886054))]"
92.0,3.0,3.0,2450,"(-22.972927300000002, -43.3840598)",0.0,"[(30.682021096796397, (22.09182653737921, 22.079571001500348))]"
55.0,1.0,2.0,850,"(-22.9074238, -43.2770935)",0.0,"[(56.007853158650526, (38.76814695859153, 42.03432973088978))]"
90.0,1.0,2.0,1200,"(-22.860339, -43.24997670000001)",0.0,"[(68.00004198186507, (47.278227998282354, 50.81072824613051))]"
80.0,3.0,2.0,4600,"(-22.983158399999997, -43.2050161)",0.0,"[(52.92137908201368, (38.59622612950687, 37.50755575987088))]"
120.0,3.0,4.0,1800,"(-22.8929679, -43.2788216)",0.0,"[(58.12503950915857, (41.34695939486148, 42.40386229995255))]"
100.0,2.0,2.0,1111,"(-22.9411582, -43.3441051)",0.0,"[(41.35643537090299, (28.71077845713874, 30.948352659006762))]"
148.0,3.0,3.0,4500,"(-22.968132699999998, -43.1830609)",0.0,"[(59.71640050407423, (41.51888022394614, 44.621057714329154))]"
140.0,3.0,3.0,4300,"(-22.983158399999997, -43.2050161)",0.0,"[(52.92137908201368, (38.59622612950687, 37.50755575987088))]"
65.0,1.0,2.0,600,"(-22.8618164, -43.548308899999995)",0.0,"[(26.210925273009806, (18.22360788297429, 19.58522616032667))]"
60.0,1.0,2.0,780,"(-22.88587810000001, -43.354672799999996)",1.0,0
105.0,2.0,3.0,1800,"(-22.9396582, -43.3369363)",0.0,"[(42.03638958878932, (29.226540944392728, 31.410268370335224))]"
51.0,,1.0,700,"(-22.915698100000004, -43.2319433)",0.0,"[(62.378290495763544, (43.83981141658909, 46.099187990580226))]"
110.0,3.0,3.0,6500,"(-22.986815, -43.23017279999999)",0.0,"[(50.56730394651421, (35.157809547813606, 37.784705186667956))]"
56.0,1.0,2.0,2500,"(-22.930774600000003, -43.1868679)",0.0,"[(66.64004114222777, (46.33266343831671, 49.794513681207896))]"
60.0,1.0,1.0,950,"(-22.917662399999998, -43.24595770000001)",0.0,"[(59.22817819111903, (41.77676146757314, 43.60484314940654))]"
105.0,2.0,1.0,2950,"(-23.0127366, -43.3078788)",0.0,"[(37.748819093722396, (27.421372239003766, 26.883494399316323))]"
55.0,1.0,2.0,1000,"(-22.834851899999997, -43.2750599)",0.0,"[(66.45944550425371, (45.64498012197806, 50.256429392536354))]"
60.0,2.0,2.0,850,"(-22.8984698, -43.2775544)",0.0,"[(57.375834162158014, (39.19794903130319, 43.60484314940654))]"
102.0,2.0,1.0,2900,"(-22.9978724, -43.3470975)",0.0,"[(35.60729471050389, (24.75659938819149, 26.606344972519246))]"
80.0,2.0,2.0,1350,"(-22.93394695, -43.33649233654077)",0.0,"[(42.28366246872337, (29.39846177347739, 31.595034654866605))]"
75.0,1.0,3.0,1100,"(-22.8929679, -43.2788216)",0.0,"[(58.12503950915857, (41.34695939486148, 42.40386229995255))]"
68.0,1.0,2.0,1200,"(-22.8194378, -43.2915908)",1.0,0
100.0,3.0,3.0,5000,"(-22.979191500000002, -43.2195349)",0.0,"[(54.06999088247401, (39.02602820221853, 38.80091975159057))]"
60.0,1.0,2.0,950,"(-22.8887056, -43.2894986)",1.0,0
63.0,1.0,2.0,892,"(-22.8841816, -43.3283969)",0.0,"[(52.11279611170006, (36.18933452232159, 38.985686036121955))]"
75.0,2.0,2.0,1600,"(-22.9315642, -43.2425412)",0.0,"[(57.24367170473368, (39.79967193309951, 42.77339486901532))]"
102.0,2.0,3.0,1500,"(-22.9240842, -43.23212735085339)",0.0,"[(60.46137950196949, (41.60484063848847, 45.63727227925177))]"
73.0,2.0,2.0,750,"(-22.863930800000002, -43.3330383)",1.0,0
65.0,2.0,2.0,2950,"(-22.983158399999997, -43.2050161)",0.0,"[(52.92137908201368, (38.59622612950687, 37.50755575987088))]"
68.0,2.0,2.0,1700,"(-22.9157017, -43.2212844)",0.0,"[(63.30958406903794, (43.324048929335106, 48.03923397815975))]"
60.0,,2.0,800,"(-22.89429010000001, -43.5359128)",0.0,"[(20.523649034526546, (14.269428814027037, 15.335601616104844))]"
59.0,2.0,2.0,1250,"(-22.922873100000004, -43.227312100000006)",0.0,"[(61.2020359157462, (42.20656354028479, 46.099187990580226))]"
72.0,,3.0,1500,"(-22.963252, -43.39719960000001)",0.0,"[(30.229172780686003, (21.06030156287123, 22.541486712828807))]"
53.0,1.0,2.0,1100,"(-22.9248493, -43.3596031)",0.0,"[(41.54478744939108, (28.538857628054075, 31.410268370335224))]"
50.0,1.0,2.0,850,"(-22.9036921, -43.5660667)",0.0,"[(13.600008396373015, (9.45564559965647, 10.162145649226101))]"
123.0,4.0,3.0,6800,"(-23.0132667, -43.3114104)",0.0,"[(36.68118361814905, (26.38984726449579, 26.421578687987864))]"
70.0,2.0,2.0,1000,"(-22.9997404, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
40.0,1.0,1.0,600,"(-22.92398810000001, -43.5471926)",0.0,"[(13.990598154805939, (10.229289330537455, 9.884996222429026))]"
73.0,2.0,1.0,3200,"(-22.9631893, -43.2225979)",0.0,"[(58.85094542430504, (40.91715732214982, 43.97437571846931))]"
60.0,1.0,1.0,750,"(-22.8929679, -43.2788216)",0.0,"[(58.12503950915857, (41.34695939486148, 42.40386229995255))]"
131.0,2.0,3.0,4900,"(-22.9778117, -43.191251799999996)",1.0,0
94.0,3.0,3.0,900,"(-22.9070091, -43.2833301)",0.0,"[(55.39409241802763, (37.994503227710545, 41.94194658862409))]"
63.0,,3.0,1499,"(-22.969351, -43.4257664)",0.0,"[(30.290927791921714, (21.06030156287123, 22.6338698550945))]"
60.0,,2.0,850,"(-22.8822555, -43.318588500000004)",0.0,"[(53.596717580559044, (37.134899082287234, 40.186666885575946))]"
50.0,,2.0,1700,"(-22.9166361, -43.2097521)",0.0,"[(63.672766583019104, (44.26961348930075, 47.57731826683129))]"
65.0,2.0,2.0,2150,"(-22.766370499999997, -43.3298666)",0.0,"[(66.75480493327399, (44.52749473292774, 51.826942811053115))]"
73.0,1.0,2.0,3750,"(-22.9779756, -43.229873299999994)",0.0,"[(51.30912258631637, (35.67357203506759, 38.33900404026211))]"
98.0,2.0,3.0,5500,"(-22.974769600000002, -43.2298327)",0.0,"[(53.17071312098978, (37.564701154998886, 39.07806917838764))]"
101.0,2.0,2.0,1350,"(-22.9022017, -43.2899906)",0.0,"[(54.52717434708439, (37.47874074045656, 41.20288145049856))]"
70.0,2.0,2.0,2400,"(-23.014923800000002, -43.407209)",0.0,
90.0,3.0,2.0,3000,"(-22.975583899999997, -43.193523600000006)",0.0,"[(58.35653063509501, (40.48735524943816, 43.69722629167224))]"
80.0,1.0,2.0,1200,"(-22.8596968, -43.25616289999999)",0.0,"[(66.02185894239263, (45.90286136560505, 49.33259796987944))]"
110.0,1.0,3.0,2000,"(-22.981749100000002, -43.1906689)",0.0,"[(57.86396730939099, (40.573315663980495, 42.86577801128101))]"
86.0,2.0,3.0,2500,"(-22.9690461, -43.18946629999999)",0.0,"[(59.96826177736338, (42.20656354028479, 44.251525145266385))]"
44.0,,2.0,1250,"(-22.9077385, -43.2887029)",0.0,"[(54.02912426559097, (37.564701154998886, 40.37143317010733))]"
99.0,2.0,3.0,1600,"(-22.9454515, -43.33619829999999)",0.0,"[(41.54257975359294, (28.71077845713874, 31.22550208580384))]"
62.0,1.0,2.0,1100,"(-22.871789, -43.2540799)",0.0,"[(64.78844381814785, (44.61345514747008, 48.87068225855098))]"
90.0,3.0,3.0,3600,"(-22.9558831, -43.1901312)",0.0,"[(61.07640134371153, (42.46444478391179, 45.63727227925177))]"
76.0,2.0,2.0,2700,"(-22.9721962, -43.1865848)",0.0,"[(59.22185474420613, (41.175038565776816, 44.251525145266385))]"
40.0,1.0,2.0,1000,"(-22.988240899999997, -43.43405720000001)",0.0,"[(19.287284634856274, (13.409824668603722, 14.411770193447925))]"
70.0,,2.0,2900,"(-22.985511, -43.19287620000001)",0.0,"[(56.999751124262055, (40.0575531767265, 42.126712873155476))]"
87.0,2.0,3.0,3000,"(-23.0211861, -43.4540997)",0.0,
26.0,1.0,1.0,1500,"(-22.918322500000002, -43.173923200000004)",0.0,"[(69.36004282150238, (48.223792558248, 51.826942811053115))]"
110.0,2.0,2.0,1800,"(-22.9195247, -43.2615033)",0.0,"[(56.752492850432645, (39.88563234764184, 41.94194658862409))]"
86.0,,2.0,1900,"(-22.912032, -43.226347)",0.0,"[(63.06052350108717, (44.441534318385415, 46.46872055964299))]"
60.0,1.0,2.0,800,"(-29.6465318, -50.7805672)",0.0,
49.0,1.0,2.0,800,"(-22.8459628, -43.3243175)",0.0,"[(58.48055887771202, (40.48735524943816, 43.88199257620362))]"
50.0,1.0,2.0,800,"(-22.8888734, -43.2850003)",0.0,"[(57.553592796249454, (40.22947400581117, 42.77339486901532))]"
80.0,2.0,3.0,2000,"(-23.018515100000002, -43.4634021)",0.0,"[(11.374552476966521, (7.908358137894503, 8.499249088443648))]"
90.0,2.0,3.0,900,"(-22.852422699999998, -43.269744)",0.0,"[(65.28004030259046, (45.38709887835106, 48.77829911628529))]"
50.0,1.0,2.0,950,"(-22.9558133, -43.3384123)",0.0,"[(40.12045339873634, (28.023095140800088, 29.83975495181846))]"
43.0,1.0,2.0,800,"(-22.902953, -43.5591295)",0.0,"[(13.640691373782202, (10.573130988706781, 8.868781657506416))]"
136.0,3.0,3.0,5000,"(-22.9848957, -43.1952136)",0.0,"[(57.12123950311106, (39.97159276218417, 42.40386229995255))]"
50.0,1.0,1.0,900,"(-22.9044357, -43.298857700000006)",0.0,"[(53.16424423592088, (36.7910574241179, 39.90951745877887))]"
40.0,1.0,1.0,1550,"(-22.9383687, -43.1765099)",0.0,"[(67.64043303777923, (47.879950900078676, 49.60974739667651))]"
60.0,2.0,1.0,3200,"(-22.9654545, -43.18084520000001)",0.0,"[(60.08730982397531, (41.77676146757314, 44.89820714112623))]"
115.0,2.0,3.0,2500,"(-23.0197777, -43.479158899999995)",0.0,"[(9.520808677637724, (6.532991505217198, 7.2058850967239625))]"
125.0,3.0,3.0,3500,"(-22.9803652, -43.2139765)",0.0,"[(55.897345789287655, (37.994503227710545, 42.681011726749624))]"
83.0,2.0,3.0,4200,"(-22.9770236, -43.230294)",0.0,"[(51.43275902628339, (35.75953244960993, 38.4313871825278))]"
59.0,2.0,2.0,1300,"(-22.8996367, -43.295828)",0.0,"[(54.15501885829263, (37.994503227710545, 40.09428374331026))]"
48.0,1.0,1.0,750,"(-22.887878399999998, -43.2746974)",0.0,"[(59.47735234869393, (42.03464271120013, 43.69722629167224))]"
90.0,3.0,2.0,4250,"(-22.94884465, -43.179829096252966)",0.0,"[(64.42644943155626, (43.92577183113142, 49.05544854308236))]"
93.0,3.0,3.0,1200,"(-22.921886399999998, -43.384646000000004)",0.0,"[(38.20546043806328, (26.303886849953454, 28.82354038689585))]"
100.0,3.0,3.0,3100,"(-22.940859399999997, -43.1915055)",0.0,"[(64.47998915547583, (45.301138463808726, 47.66970140909699))]"
45.0,1.0,2.0,1000,"(-22.969351, -43.4257664)",0.0,"[(30.290927791921714, (21.06030156287123, 22.6338698550945))]"
30.0,1.0,1.0,1750,"(-22.96436700000001, -43.1746755)",0.0,"[(63.42549370308505, (44.09769266021609, 47.392551982299906))]"
228.0,1.0,4.0,20000,"(-23.014923800000002, -43.407209)",0.0,
161.0,1.0,3.0,4500,"(-23.0011303, -43.3608268)",0.0,"[(33.13456591116334, (23.037391097344855, 24.75868212720541))]"
31.0,1.0,1.0,1700,"(-22.98422080000001, -43.1916424)",0.0,"[(57.370638771075555, (40.3154344203535, 42.40386229995255))]"
62.0,1.0,2.0,1000,"(-22.923876500000002, -43.353021999999996)",0.0,"[(42.77892288412464, (29.570382602562056, 32.14933350846076))]"
202.0,2.0,4.0,12000,"(-23.014923800000002, -43.407209)",0.0,
66.0,1.0,1.0,900,"(-22.8299726, -43.3197998)",0.0,"[(61.26213671138417, (42.722326027538784, 45.63727227925177))]"
230.0,3.0,4.0,6500,"(-22.9973818, -43.260230799999995)",0.0,"[(46.610937867569326, (32.407076282458995, 34.82844463416582))]"
60.0,3.0,2.0,2697,"(-23.013892000000002, -43.4634254)",0.0,"[(15.207282115944372, (10.573130988706781, 11.363126498680096))]"
90.0,3.0,3.0,2300,"(-22.9665038, -43.3713193)",0.0,"[(34.31852276344253, (24.41275773002216, 25.035831554002485))]"
130.0,,4.0,11000,"(-22.98459200000001, -43.2241076)",0.0,"[(51.38436647515063, (36.53317618049091, 37.50755575987088))]"
120.0,2.0,3.0,7800,"(-22.91230830000001, -43.1732237)",0.0,"[(69.60731570143642, (48.39571338733266, 52.0117090955845))]"
70.0,2.0,2.0,1650,"(-22.9451467, -43.3374151)",0.0,"[(41.66841515519541, (28.624818042596406, 31.502651512600913))]"
70.0,1.0,1.0,1900,"(-23.001908, -43.3501969)",0.0,"[(33.83439433412956, (25.100441046360814, 23.465318135485724))]"
30.0,1.0,1.0,900,"(-22.9111852, -43.19324260000001)",0.0,"[(67.38185978202993, (46.848425925570695, 50.34881253480205))]"
160.0,1.0,3.0,3900,"(-22.9604618, -43.203900899999994)",0.0,"[(60.410351121919334, (42.89424685662345, 44.159142003000696))]"
114.0,1.0,3.0,1350,"(-22.9739287, -43.35973320000001)",0.0,"[(35.730931150470916, (24.84255980273382, 26.698728114784938))]"
600.0,6.0,5.0,15500,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
270.0,3.0,4.0,15000,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
41.0,1.0,1.0,800,"(-22.843897600000002, -43.3069659)",0.0,"[(61.2101526565323, (41.77676146757314, 46.561103701908685))]"
25.0,1.0,1.0,1200,"(-22.9506576, -43.1759883)",0.0,"[(64.79304441974865, (44.35557390384308, 49.14783168534805))]"
71.0,2.0,2.0,1300,"(-22.9039197, -43.2733079)",0.0,"[(57.058518432925325, (39.79967193309951, 42.49624544221824))]"
80.0,1.0,3.0,2000,"(-22.937735600000003, -43.3446284)",0.0,"[(41.29457094898715, (28.71077845713874, 30.855969516741073))]"
66.0,1.0,1.0,2300,"(-23.014923800000002, -43.407209)",0.0,
65.0,1.0,2.0,2200,"(-22.9530993, -43.177193700000004)",0.0,"[(64.1716001686416, (44.09769266021609, 48.50114968948821))]"
85.0,2.0,2.0,2000,"(-22.912447600000004, -43.2220924)",0.0,"[(63.687289207654686, (45.2151780492664, 46.561103701908685))]"
86.0,2.0,3.0,1600,"(-22.9195247, -43.2615033)",0.0,"[(56.752492850432645, (39.88563234764184, 41.94194658862409))]"
64.0,2.0,2.0,1800,"(-22.9709611, -43.395351399999996)",0.0,"[(29.98954704554505, (21.318182806498225, 21.894804716968963))]"
325.0,3.0,4.0,10000,"(-23.0143229, -43.2972041)",0.0,"[(37.48713131900061, (28.28097638442708, 25.405364123065254))]"
90.0,3.0,3.0,3500,"(-22.9656645, -43.223445299999995)",0.0,"[(54.83558364338519, (38.51026571496453, 40.556199454638715))]"
190.0,2.0,3.0,3800,"(-22.9839557, -43.202216299999996)",0.0,"[(56.50185306493152, (39.28390944584552, 42.219096015421165))]"
146.0,2.0,3.0,3200,"(-22.9690461, -43.18946629999999)",0.0,"[(59.96826177736338, (42.20656354028479, 44.251525145266385))]"
389.0,5.0,4.0,9500,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
70.0,,1.0,2300,"(-23.014923800000002, -43.407209)",0.0,
88.0,2.0,2.0,1400,"(-22.881858800000003, -43.3709908)",0.0,"[(46.981847187470414, (32.66495752608599, 35.10559406096289))]"
70.0,1.0,2.0,807,"(-22.9059313, -43.279063)",0.0,"[(56.50185306493152, (39.28390944584552, 42.219096015421165))]"
60.0,1.0,1.0,650,"(-22.890891, -43.2256822)",0.0,"[(66.14653530685754, (46.24670302377437, 49.14783168534805))]"
75.0,1.0,2.0,3000,"(-22.968515300000004, -43.1850961)",0.0,"[(60.7156892851034, (42.980207271165774, 44.528674572063466))]"
32.0,1.0,1.0,750,"(-22.9806891, -43.494756)",0.0,"[(12.444055282312563, (8.166239381521498, 9.792613080163335))]"
30.0,1.0,1.0,850,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
69.0,1.0,2.0,450,"(-22.8761423, -43.33473970000001)",0.0,"[(52.66912342595367, (36.61913659503324, 39.35521860518472))]"
115.0,,3.0,3000,"(-23.0248278, -43.45716289999999)",0.0,"[(11.341242814238793, (8.424120625148491, 7.852567092583806))]"
100.0,2.0,2.0,1800,"(-22.9107177, -43.2886664)",0.0,"[(53.96734145122012, (37.47874074045656, 40.37143317010733))]"
45.0,1.0,1.0,700,"(-22.8247681, -43.3303814)",0.0,"[(60.458345561372006, (42.12060312574246, 45.08297342565761))]"
128.0,,4.0,3200,"(-22.9984979, -43.385681)",0.0,"[(32.14547439142712, (22.349707781006202, 24.019616989079875))]"
81.0,2.0,2.0,1600,"(-23.0185151, -43.4634021)",0.0,"[(11.374552476966521, (7.908358137894503, 8.499249088443648))]"
118.0,5.0,3.0,2950,"(-22.999740399999997, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
45.0,1.0,1.0,1000,"(-23.0068092, -43.5514684)",0.0,"[(1.4862108067416255, (0.6876833163386524, 1.3857471339853775))]"
80.0,1.0,2.0,1300,"(-22.9251523, -43.3478346)",0.0,"[(43.14982606095626, (30.172105504358374, 32.05695036619507))]"
