areas,bathrooms,bedrooms,r$_pmo,coord,class,class_distance
178.0,1.0,4.0,10500,"(-22.9862574, -43.1922967)",0.0,"[(57.00122607356774, (40.143513591268835, 42.03432973088978))]"
83.0,1.0,2.0,2200,"(-22.97579330000001, -43.1912304)",0.0,"[(58.54188696335408, (40.65927607852282, 43.789609433937926))]"
220.0,5.0,3.0,15000,"(-23.0143229, -43.2972041)",0.0,"[(37.48713131900061, (28.28097638442708, 25.405364123065254))]"
110.0,2.0,3.0,2500,"(-22.968515300000004, -43.1850961)",0.0,"[(60.7156892851034, (42.980207271165774, 44.528674572063466))]"
86.0,2.0,2.0,14000,"(-22.9855992, -43.1969718)",0.0,"[(56.75033805388127, (39.713711518557176, 42.126712873155476))]"
180.0,5.0,4.0,1000,"(-22.9822342, -43.241168200000004)",0.0,"[(50.320182953869306, (34.89992830418661, 37.69232204440227))]"
150.0,2.0,3.0,6000,"(-22.968132699999998, -43.1830609)",0.0,"[(59.71640050407423, (41.51888022394614, 44.621057714329154))]"
40.0,1.0,1.0,2300,"(-22.9805083, -43.213479299999996)",0.0,"[(55.95781721705208, (38.08046364225288, 42.681011726749624))]"
360.0,1.0,6.0,4500,"(-22.9116725, -43.2200088)",0.0,"[(63.940243773034794, (45.55901970743572, 46.561103701908685))]"
300.0,3.0,4.0,4900,"(-22.9997388, -43.2684256)",0.0,"[(45.869119227767165, (31.891313795205008, 34.27414578057167))]"
32.0,1.0,1.0,1600,"(-22.9674748, -43.18745360000001)",0.0,"[(60.46277000719815, (42.55040519845412, 44.621057714329154))]"
53.0,1.0,1.0,2000,"(-23.014923800000002, -43.407209)",0.0,
99.0,,2.0,12000,"(-23.014923800000002, -43.407209)",0.0,
71.0,2.0,3.0,1000,"(-22.900933600000002, -43.349234100000004)",0.0,"[(46.48878109548953, (32.06323462428967, 35.013210918697204))]"
224.0,3.0,4.0,6500,"(-23.0048388, -43.366279799999994)",0.0,"[(32.5163837113282, (22.6075890246332, 24.296766415876952))]"
309.0,4.0,4.0,7000,"(-22.959020300000002, -43.2035583)",0.0,"[(60.6575671333671, (43.06616768570811, 44.34390828753208))]"
96.0,1.0,2.0,1200,"(-22.9230635, -43.2327041)",0.0,"[(60.46277000719815, (41.51888022394614, 45.72965542151746))]"
89.0,,2.0,2900,"(-23.0048388, -43.366279799999994)",0.0,"[(32.5163837113282, (22.6075890246332, 24.296766415876952))]"
80.0,2.0,2.0,2000,"(-22.937425, -43.193449799999996)",0.0,"[(64.47785553229188, (45.129217634724064, 47.854467693628365))]"
80.0,1.0,3.0,1900,"(-22.9319478, -43.1969954)",0.0,"[(64.6623308981204, (44.78537597655474, 48.50114968948821))]"
103.0,3.0,3.0,2500,"(-22.937072600000004, -43.3354416)",0.0,"[(43.646465177401836, (30.00018467527371, 32.980781788851985))]"
50.0,1.0,1.0,1700,"(-23.014923800000002, -43.407209)",0.0,
95.0,4.0,3.0,1800,"(-23.000417300000002, -43.332459)",0.0,"[(36.101840470372, (25.100441046360814, 26.975877541582015))]"
76.0,1.0,2.0,1440,"(-22.917662399999998, -43.24595770000001)",0.0,"[(59.22817819111903, (41.77676146757314, 43.60484314940654))]"
92.0,2.0,3.0,2400,"(-22.9966799, -43.4249176)",0.0,"[(19.65722194613571, (14.699230886738695, 13.487938770791008))]"
44.0,1.0,1.0,1800,"(-22.9104023, -43.1840864)",0.0,"[(69.49698760374126, (49.25531753275598, 50.9031113883962))]"
95.0,2.0,2.0,3000,"(-23.0143229, -43.2972041)",0.0,"[(37.48713131900061, (28.28097638442708, 25.405364123065254))]"
77.0,,2.0,800,"(-22.8783197, -43.3665015)",0.0,"[(47.60002938730555, (33.09475959879765, 35.56750977229135))]"
65.0,2.0,2.0,1100,"(-22.880716600000003, -43.3667204)",0.0,"[(47.35420913255761, (33.18072001333998, 35.10559406096289))]"
105.0,2.0,4.0,2000,"(-22.9279379, -43.236188)",0.0,"[(59.84322994872867, (41.175038565776816, 45.1753565679233))]"
35.0,1.0,1.0,1000,"(-22.8152517, -43.2005092)",0.0,"[(82.5891418979743, (57.42155691427748, 61.711939033482146))]"
84.0,3.0,3.0,2500,"(-23.0063466, -43.4358159)",0.0,"[(18.23501274789193, (13.667705912230717, 12.471724205868398))]"
80.0,2.0,2.0,700,"(-22.863659100000003, -43.2542351)",0.0,"[(65.83666548567034, (45.90286136560505, 49.05544854308236))]"
45.0,1.0,2.0,900,"(-22.8508744, -43.317637100000006)",0.0,"[(58.78915970600549, (40.91715732214982, 43.88199257620362))]"
100.0,3.0,2.0,2990,"(-23.000417300000002, -43.332459)",0.0,"[(36.101840470372, (25.100441046360814, 26.975877541582015))]"
30.0,1.0,1.0,1300,"(-22.9183909, -43.3971464)",1.0,0
75.0,2.0,3.0,3000,"(-22.9323641, -43.1821872)",0.0,"[(66.88834241347945, (46.76246551102837, 49.70213053894221))]"
70.0,1.0,3.0,1700,"(-22.911293, -43.2125883)",0.0,"[(65.16813301942955, (44.441534318385415, 49.60974739667651))]"
71.0,1.0,2.0,1800,"(-23.0066417, -43.4845412)",0.0,
45.0,1.0,1.0,600,"(-22.905984600000004, -43.2648174)",1.0,0
34.0,1.0,1.0,1300,"(-22.9535105, -43.181536799999996)",0.0,"[(61.8182199835137, (42.980207271165774, 46.191571132845915))]"
50.0,1.0,2.0,900,"(-22.93048030000001, -43.3555556)",0.0,"[(41.232799069472335, (28.71077845713874, 30.76358637447538))]"
72.0,2.0,2.0,3300,"(-23.004743899999998, -43.32773570000001)",0.0,"[(36.596386230240114, (25.44428270453014, 27.34541011064478))]"
70.0,2.0,2.0,2800,"(-22.9641285, -43.2174013)",0.0,"[(56.59322145813587, (41.51888022394614, 39.817134316513176))]"
70.0,,2.0,1000,"(-22.9454515, -43.33619829999999)",0.0,"[(41.54257975359294, (28.71077845713874, 31.22550208580384))]"
58.0,1.0,2.0,1000,"(-22.977255300000003, -43.3298409)",0.0,"[(38.08082633540738, (26.647728508122782, 28.2692415333017))]"
140.0,3.0,3.0,5500,"(-22.9848957, -43.1952136)",0.0,"[(57.12123950311106, (39.97159276218417, 42.40386229995255))]"
116.0,3.0,3.0,3500,"(-27.5660564, -53.9719817)",0.0,
55.0,2.0,1.0,1000,"(-22.9010657, -43.2825049)",0.0,"[(55.018215785327186, (38.25238447133754, 41.11049830823286))]"
56.0,,1.0,2500,"(-22.9454241, -43.18079099640421)",0.0,"[(64.80861326340428, (43.83981141658909, 49.70213053894221))]"
49.0,1.0,1.0,2600,"(-22.965375299999998, -43.183738500000004)",0.0,"[(59.469127624140185, (41.34695939486148, 44.43629142979777))]"
120.0,2.0,2.0,8500,"(-22.9862375, -43.209178200000004)",0.0,"[(52.34554281628704, (37.90854281316822, 37.415172617605194))]"
26.0,1.0,1.0,1741,"(-22.9323641, -43.1821872)",0.0,"[(66.88834241347945, (46.76246551102837, 49.70213053894221))]"
58.0,1.0,2.0,550,"(-22.896350199999997, -43.3432422)",0.0,"[(48.096005367501405, (33.18072001333998, 36.214191768151196))]"
86.0,2.0,3.0,1800,"(-22.939245899999996, -43.3212971)",0.0,"[(44.941888443964075, (31.289590893408686, 33.53508064244613))]"
,,3.0,11500,"(-22.984189699999998, -43.2223282)",0.0,"[(51.51093829358693, (36.705097009575574, 37.50755575987088))]"
,,2.0,1000,"(-22.870876199999998, -43.3406766)",0.0,"[(52.66912342595367, (36.61913659503324, 39.35521860518472))]"
,,1.0,1600,"(-27.5660564, -53.9719817)",0.0,
,,2.0,2500,"(-22.9654545, -43.18084520000001)",0.0,"[(60.08730982397531, (41.77676146757314, 44.89820714112623))]"
,,3.0,4000,"(-23.0134205, -43.3075028)",0.0,"[(37.94299411539268, (27.67925348263076, 26.883494399316323))]"
,,3.0,2200,"(-22.915698100000004, -43.2319433)",0.0,"[(62.378290495763544, (43.83981141658909, 46.099187990580226))]"
,,2.0,1000,"(-22.8882525, -43.2772282)",0.0,"[(59.65717667110493, (41.862721882115466, 44.159142003000696))]"
,,2.0,4800,"(-22.984338600000005, -43.2328045)",0.0,"[(50.32003106658015, (34.985888718728944, 37.59993890213658))]"
,,2.0,1000,"(-22.901260999999998, -43.2647914)",0.0,"[(58.91279607776335, (41.003117736692154, 43.97437571846931))]"
,,2.0,3460,"(-22.959020300000002, -43.2035583)",0.0,"[(60.6575671333671, (43.06616768570811, 44.34390828753208))]"
,,2.0,1650,"(-22.8854895, -43.2733372)",0.0,"[(59.966859805531065, (42.12060312574246, 44.34390828753208))]"
,,1.0,2500,"(-22.961110199999997, -43.218739299999996)",0.0,"[(59.345491184173156, (41.260998980319144, 44.34390828753208))]"
,,2.0,800,"(-22.8913914, -43.39836320000001)",0.0,"[(40.6855946763377, (28.882699286223403, 29.74737180955277))]"
,,2.0,2800,"(-22.930774600000003, -43.1868679)",0.0,"[(66.64004114222777, (46.33266343831671, 49.794513681207896))]"
,,2.0,600,"(-22.9120074, -43.5835614)",0.0,"[(10.28860230145298, (7.650476894267508, 7.113501954458271))]"
,,1.0,2400,"(-22.9535609, -43.19070120000001)",0.0,"[(62.093194051139136, (44.441534318385415, 44.990590283391924))]"
,,3.0,3500,"(-23.0056458, -43.330188299999996)",0.0,"[(36.596386230240114, (25.44428270453014, 27.34541011064478))]"
,,3.0,2500,"(-22.9322135, -43.177597799999994)",0.0,"[(67.2623141292743, (47.278227998282354, 49.70213053894221))]"
,,2.0,1300,"(-22.9312854, -43.36198529999999)",0.0,"[(40.12007239501941, (27.937134726257757, 29.932138094084152))]"
,,1.0,1100,"(-22.911013699999998, -43.2093727)",0.0,"[(65.65839998331774, (44.9572968056394, 49.794513681207896))]"
,,3.0,1500,"(-22.9244782, -43.231045)",0.0,"[(60.46024179208669, (41.6908010530308, 45.54488913698607))]"
,,2.0,2200,"(-22.980819399999998, -43.1910909)",0.0,"[(57.98667660954411, (40.573315663980495, 43.050544295812394))]"
,,2.0,900,"(-22.8984698, -43.2775544)",0.0,"[(57.375834162158014, (39.19794903130319, 43.60484314940654))]"
,,2.0,2000,"(-22.9148218, -43.250558399999996)",0.0,"[(59.283963038547675, (41.34695939486148, 44.159142003000696))]"
,,3.0,1600,"(-22.999740399999997, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
,,2.0,5500,"(-22.9871664, -43.2242641)",0.0,"[(51.073972421865534, (36.275294936863915, 37.3227894753395))]"
,,1.0,1300,"(-22.9183909, -43.3971464)",1.0,0
,,2.0,900,"(-22.88879, -43.2985088)",0.0,"[(56.378216624964494, (39.19794903130319, 42.126712873155476))]"
,,2.0,2400,"(-22.9323641, -43.1821872)",0.0,"[(66.88834241347945, (46.76246551102837, 49.70213053894221))]"
,,1.0,2000,"(-22.98422080000001, -43.1916424)",0.0,"[(57.370638771075555, (40.3154344203535, 42.40386229995255))]"
,,1.0,3200,"(-22.9654545, -43.18084520000001)",0.0,"[(60.08730982397531, (41.77676146757314, 44.89820714112623))]"
,,2.0,800,"(-22.84080725, -43.26685489233222)",0.0,"[(67.01095046212886, (46.590544681943705, 50.07166310800497))]"
,,3.0,900,"(-22.896950600000004, -43.549359499999994)",0.0,"[(18.421829555087083, (12.808101766807402, 13.765088197588083))]"
,,3.0,3000,"(-22.9997404, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
,,2.0,2300,"(-22.933985999999997, -43.1760735)",0.0,"[(66.88731402216183, (46.50458426740137, 49.97927996573928))]"
150.0,1.0,3.0,5000,"(-22.9339841, -43.1745744)",0.0,"[(67.38911877832768, (47.53610924190935, 49.60974739667651))]"
262.0,5.0,4.0,19000,"(-22.9804456, -43.2221655)",0.0,"[(53.44312935674017, (38.424305300422205, 38.523770324793496))]"
103.0,3.0,4.0,2500,"(-23.0217111, -43.486967799999995)",0.0,"[(8.857496111725073, (5.759347774336214, 7.021118812192579))]"
120.0,2.0,3.0,5000,"(-22.9779756, -43.229873299999994)",0.0,"[(51.30912258631637, (35.67357203506759, 38.33900404026211))]"
120.0,1.0,3.0,7500,"(-22.9847565, -43.19540679999999)",0.0,"[(57.05905423013625, (39.88563234764184, 42.40386229995255))]"
70.0,2.0,3.0,1800,"(-22.922417199999998, -43.2216417)",0.0,"[(62.190235384989755, (42.980207271165774, 46.74586998644007))]"
135.0,3.0,3.0,10000,"(-22.984189699999998, -43.2223282)",0.0,"[(51.51093829358693, (36.705097009575574, 37.50755575987088))]"
91.0,1.0,2.0,1200,"(-22.9030276, -43.2511816)",0.0,"[(60.2743178448215, (41.60484063848847, 45.36012285245469))]"
80.0,2.0,2.0,4810,"(-22.9855992, -43.1969718)",0.0,"[(56.75033805388127, (39.713711518557176, 42.126712873155476))]"
126.0,3.0,3.0,3000,"(-22.9654545, -43.18084520000001)",0.0,"[(60.08730982397531, (41.77676146757314, 44.89820714112623))]"
80.0,1.0,2.0,800,"(-12.8640352, -38.6313039734052)",0.0,
560.0,7.0,7.0,15000,"(-23.0134205, -43.3075028)",0.0,"[(37.94299411539268, (27.67925348263076, 26.883494399316323))]"
40.0,1.0,1.0,1500,"(-22.9070211, -43.1854641)",0.0,"[(69.73982972490688, (49.25531753275598, 51.27264395745897))]"
86.0,1.0,2.0,900,"(-22.902975, -43.5626402)",0.0,"[(13.847281276307069, (9.627566428741133, 10.346911933757486))]"
15.0,,,100,"(-22.9215236, -43.248205299999995)",0.0,"[(58.362816881046726, (41.175038565776816, 42.958161153546705))]"
65.0,1.0,3.0,800,"(-22.8851407, -43.5625675)",0.0,"[(14.465463476142206, (10.057368501452792, 10.808827645085945))]"
65.0,2.0,2.0,1200,"(-22.8459628, -43.3243175)",0.0,"[(58.48055887771202, (40.48735524943816, 43.88199257620362))]"
480.0,4.0,4.0,38000,"(-22.9862375, -43.209178200000004)",0.0,"[(52.34554281628704, (37.90854281316822, 37.415172617605194))]"
131.0,3.0,3.0,3000,"(-22.9674748, -43.18745360000001)",0.0,"[(60.46277000719815, (42.55040519845412, 44.621057714329154))]"
71.0,2.0,2.0,1500,"(-23.0223214, -43.5099059)",0.0,"[(5.560204392323581, (4.383981141658909, 3.5105594060962897))]"
340.0,4.0,5.0,18000,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
36.0,1.0,1.0,1200,"(-22.9642979, -43.1771955)",0.0,"[(63.30185726311803, (44.011732245673755, 47.30016884003422))]"
312.0,4.0,3.0,6000,"(-22.9282465, -43.170790419174786)",0.0,"[(68.87093507453675, (48.481673801875, 50.81072824613051))]"
46.0,1.0,1.0,1300,"(-22.7115368, -43.4592138)",0.0,
171.0,,3.0,13000,"(-23.0143229, -43.2972041)",0.0,"[(37.48713131900061, (28.28097638442708, 25.405364123065254))]"
90.0,2.0,3.0,3500,"(-22.9721962, -43.1865848)",0.0,"[(59.22185474420613, (41.175038565776816, 44.251525145266385))]"
60.0,2.0,3.0,1500,"(-22.8861097, -43.2879583)",0.0,"[(57.61458102463477, (40.0575531767265, 43.050544295812394))]"
70.0,1.0,2.0,2900,"(-22.9819833, -43.206933)",0.0,"[(52.68747704695337, (38.59622612950687, 37.13802319080811))]"
90.0,3.0,3.0,1400,"(-23.027836100000002, -43.4690364)",1.0,0
78.0,1.0,3.0,2000,"(-22.917734799999998, -43.2188065)",0.0,"[(63.182575772701675, (43.410009343877434, 47.762084551362676))]"
120.0,3.0,2.0,3500,"(-22.984338600000005, -43.2328045)",0.0,"[(50.32003106658015, (34.985888718728944, 37.59993890213658))]"
62.0,1.0,2.0,1000,"(-22.84193995, -43.31144627913845)",0.0,"[(59.96367338400829, (41.6908010530308, 44.80582399886054))]"
73.0,1.0,2.0,950,"(-22.8929679, -43.2788216)",0.0,"[(58.12503950915857, (41.34695939486148, 42.40386229995255))]"
59.0,1.0,2.0,700,"(-22.9166188, -43.3632528)",0.0,"[(42.4072989086904, (29.484422188019725, 31.687417797132298))]"
80.0,1.0,2.0,1300,"(-22.9739287, -43.35973320000001)",0.0,"[(35.730931150470916, (24.84255980273382, 26.698728114784938))]"
60.0,1.0,2.0,1190,"(-22.9090942, -43.2678381)",0.0,"[(57.4910775269226, (39.88563234764184, 43.050544295812394))]"
330.0,4.0,3.0,42000,"(-22.9862375, -43.209178200000004)",0.0,"[(52.34554281628704, (37.90854281316822, 37.415172617605194))]"
60.0,,1.0,1300,"(-22.923823300000002, -43.17771)",0.0,"[(68.61833556578995, (47.79399048553634, 51.18026081519327))]"
90.0,1.0,2.0,2600,"(-23.000417300000002, -43.332459)",0.0,"[(36.101840470372, (25.100441046360814, 26.975877541582015))]"
350.0,6.0,4.0,17000,"(-23.014923800000002, -43.407209)",0.0,
108.0,1.0,3.0,1350,"(-22.9395378, -43.3607092)",0.0,"[(39.00734579389284, (27.077530580834438, 29.19307295595862))]"
150.0,3.0,3.0,10000,"(-22.9837378, -43.21888660000001)",0.0,"[(53.462575389373015, (38.76814695859153, 38.154237755730726))]"
313.0,5.0,4.0,15000,"(-22.9339841, -43.1745744)",0.0,"[(67.38911877832768, (47.53610924190935, 49.60974739667651))]"
160.0,2.0,3.0,8000,"(-22.984338600000005, -43.2328045)",0.0,"[(50.32003106658015, (34.985888718728944, 37.59993890213658))]"
85.0,1.0,2.0,1700,"(-22.9416042, -43.2489054)",0.0,"[(55.26673331339305, (38.6821865440492, 41.018115165967174))]"
65.0,2.0,2.0,1600,"(-23.0217111, -43.486967799999995)",0.0,"[(8.857496111725073, (5.759347774336214, 7.021118812192579))]"
110.0,3.0,3.0,3600,"(-22.979191500000002, -43.2195349)",0.0,"[(54.06999088247401, (39.02602820221853, 38.80091975159057))]"
40.0,1.0,1.0,660,"(-22.8533926, -43.3134107)",0.0,"[(58.976655394947, (41.34695939486148, 43.69722629167224))]"
43.0,1.0,2.0,1000,"(-22.8919912, -43.27960820000001)",0.0,"[(58.122278109053866, (41.260998980319144, 42.49624544221824))]"
132.0,3.0,3.0,8000,"(-22.983556, -43.22493770000001)",0.0,"[(51.18548614634934, (35.587611620525266, 38.246620897996415))]"
40.0,,1.0,950,"(-22.902949300000003, -43.2945851)",0.0,"[(53.53457850572287, (37.22085949682956, 40.00190060104456))]"
80.0,1.0,2.0,2600,"(-22.9163901, -43.2221112)",0.0,"[(63.0623414865836, (43.15212810025044, 47.854467693628365))]"
80.0,2.0,3.0,1400,"(-22.920822, -43.253494)",0.0,"[(56.625489504898546, (39.36986986038785, 42.31147915768686))]"
90.0,,1.0,1600,"(-22.920797, -43.22250379999999)",0.0,"[(62.19109565705887, (42.89424685662345, 46.83825312870576))]"
161.0,4.0,3.0,5500,"(-22.97668075, -43.19403508877312)",1.0,0
201.0,4.0,4.0,7500,"(-22.9721962, -43.1865848)",0.0,"[(59.22185474420613, (41.175038565776816, 44.251525145266385))]"
70.0,1.0,2.0,2200,"(-22.97579330000001, -43.1912304)",0.0,"[(58.54188696335408, (40.65927607852282, 43.789609433937926))]"
62.0,1.0,3.0,1350,"(-22.90038, -43.2309388)",1.0,0
65.0,2.0,2.0,600,"(-20.4640173, -54.61629470000001)",0.0,
100.0,2.0,2.0,10000,"(-22.9862375, -43.209178200000004)",0.0,"[(52.34554281628704, (37.90854281316822, 37.415172617605194))]"
140.0,3.0,3.0,3800,"(-22.968132699999998, -43.1830609)",0.0,"[(59.71640050407423, (41.51888022394614, 44.621057714329154))]"
56.0,1.0,2.0,900,"(-22.907383199999998, -43.2876155)",0.0,"[(54.152760705558, (37.65066156954122, 40.46381631237302))]"
78.0,1.0,3.0,1700,"(-22.921198999999998, -43.2186933)",0.0,"[(62.808406698385994, (43.410009343877434, 47.20778569776853))]"
57.0,1.0,2.0,2100,"(-22.9655383, -43.1885374)",0.0,"[(60.70863950942327, (42.63636561299645, 44.89820714112623))]"
61.0,2.0,1.0,1400,"(-22.9731137, -43.3709498)",0.0,"[(33.89893843726772, (24.41275773002216, 24.389149558142645))]"
84.0,3.0,2.0,1500,"(-22.9375718, -43.3373098)",0.0,"[(42.03638958878932, (29.226540944392728, 31.410268370335224))]"
129.0,3.0,3.0,2500,"(-22.9279379, -43.236188)",0.0,"[(59.84322994872867, (41.175038565776816, 45.1753565679233))]"
110.0,3.0,3.0,3200,"(-22.968132699999998, -43.1830609)",0.0,"[(59.71640050407423, (41.51888022394614, 44.621057714329154))]"
240.0,3.0,2.0,15000,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
38.0,1.0,1.0,1000,"(-22.91119710000001, -43.21369979999999)",0.0,"[(64.23415793068904, (44.09769266021609, 48.593532831753905))]"
101.0,3.0,3.0,950,"(-22.907383199999998, -43.2876155)",0.0,"[(54.152760705558, (37.65066156954122, 40.46381631237302))]"
29.0,1.0,1.0,900,"(-22.968515300000004, -43.1850961)",0.0,"[(60.7156892851034, (42.980207271165774, 44.528674572063466))]"
85.0,,3.0,1500,"(-22.9396582, -43.3369363)",0.0,"[(42.03638958878932, (29.226540944392728, 31.410268370335224))]"
30.0,1.0,1.0,1600,"(-22.9373944, -43.177594)",0.0,"[(67.63828611165299, (47.79399048553634, 49.70213053894221))]"
70.0,1.0,3.0,960,"(-22.8929679, -43.2788216)",0.0,"[(58.12503950915857, (41.34695939486148, 42.40386229995255))]"
64.0,1.0,2.0,2400,"(-22.97579330000001, -43.1912304)",0.0,"[(58.54188696335408, (40.65927607852282, 43.789609433937926))]"
120.0,2.0,3.0,7500,"(-22.98459200000001, -43.2241076)",0.0,"[(51.38436647515063, (36.53317618049091, 37.50755575987088))]"
72.0,2.0,2.0,1400,"(-22.93394695, -43.33649233654077)",0.0,"[(42.28366246872337, (29.39846177347739, 31.595034654866605))]"
72.0,2.0,2.0,1900,"(-22.9997404, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
90.0,2.0,1.0,1600,"(-22.921384699999997, -43.2309097)",0.0,"[(60.95890879851973, (41.77676146757314, 46.191571132845915))]"
180.0,5.0,3.0,2600,"(-23.0138747, -43.4472612)",0.0,"[(16.29212121537955, (12.034458035926418, 11.363126498680096))]"
80.0,2.0,3.0,5000,"(-22.9804105, -43.221005700000006)",0.0,"[(53.69025399686237, (38.59622612950687, 38.708536609324874))]"
137.0,3.0,3.0,3600,"(-22.9778117, -43.191251799999996)",1.0,0
86.0,2.0,3.0,1250,"(-22.9201549, -43.354941600000004)",0.0,"[(42.78463969864757, (30.258065918900705, 31.410268370335224))]"
100.0,3.0,2.0,2460,"(-23.030253100000003, -43.4750257)",0.0,"[(9.272732997527056, (6.447031090674867, 6.928735669926887))]"
85.0,1.0,2.0,1700,"(-22.9332164, -43.2381453)",0.0,"[(57.61458102463477, (40.0575531767265, 43.050544295812394))]"
82.0,,3.0,1500,"(-22.8954366, -43.2787678)",0.0,"[(57.77209502975727, (38.76814695859153, 44.621057714329154))]"
63.0,2.0,2.0,900,"(-22.8970366, -43.2950595)",0.0,"[(53.781851385656914, (37.392780325914224, 40.186666885575946))]"
160.0,2.0,3.0,4400,"(-22.9862128, -43.1921237)",0.0,"[(57.00122607356774, (40.143513591268835, 42.03432973088978))]"
66.0,1.0,1.0,2100,"(-23.014923800000002, -43.407209)",0.0,
125.0,,4.0,4100,"(-23.0048388, -43.366279799999994)",0.0,"[(32.5163837113282, (22.6075890246332, 24.296766415876952))]"
70.0,2.0,2.0,5000,"(-23.0028863, -43.326774)",0.0,"[(37.090931990108224, (25.788124362699467, 27.714942679707548))]"
70.0,,2.0,1500,"(-23.0266741, -43.4915213)",0.0,"[(6.439785297475791, (4.727822799828235, 4.5267739710188994))]"
60.0,1.0,1.0,1080,"(-22.8766097, -43.260512799999994)",0.0,"[(62.56003862331586, (43.49596975841977, 46.74586998644007))]"
55.0,1.0,2.0,700,"(-22.883722, -43.5567928)",0.0,"[(18.84188516861584, (10.057368501452792, 16.721348750090222))]"
120.0,2.0,2.0,3800,"(-23.0223214, -43.5099059)",0.0,"[(5.560204392323581, (4.383981141658909, 3.5105594060962897))]"
75.0,1.0,3.0,900,"(-22.8221528, -43.3406743)",1.0,0
31.0,,1.0,1800,"(-22.9339841, -43.1745744)",0.0,"[(67.38911877832768, (47.53610924190935, 49.60974739667651))]"
44.0,1.0,2.0,900,"(-22.936339899999997, -43.3330978)",0.0,"[(44.01613542068542, (30.34402633344304, 33.16554807338337))]"
30.0,1.0,1.0,1500,"(-22.9654545, -43.18084520000001)",0.0,"[(60.08730982397531, (41.77676146757314, 44.89820714112623))]"
58.0,1.0,3.0,1980,"(-22.988240899999997, -43.43405720000001)",0.0,"[(19.287284634856274, (13.409824668603722, 14.411770193447925))]"
170.0,2.0,3.0,8000,"(-23.000725199999998, -43.421142700000004)",0.0,
26.0,1.0,1.0,1300,"(-22.9255259, -43.17292970000001)",0.0,"[(68.86727278653163, (48.223792558248, 51.08787767292758))]"
140.0,4.0,3.0,2300,"(-22.922513199999997, -43.239612)",0.0,"[(58.10912678450288, (40.40139483489583, 43.42007686487516))]"
66.0,1.0,2.0,1350,"(-22.8437508, -43.326964399999994)",0.0,"[(58.23394445236184, (40.74523649306516, 43.23531058034378))]"
64.0,2.0,2.0,3500,"(-22.9842762, -43.219898799999996)",0.0,"[(53.21554243087599, (38.59622612950687, 37.96947147119934))]"
78.0,1.0,2.0,1900,"(-22.9997404, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
80.0,1.0,2.0,3300,"(-22.9837378, -43.21888660000001)",0.0,"[(53.462575389373015, (38.76814695859153, 38.154237755730726))]"
70.0,2.0,2.0,2600,"(-22.9533486, -43.189868)",0.0,"[(62.22058350461284, (44.61345514747008, 44.990590283391924))]"
53.0,1.0,1.0,550,"(-1.6710652, -45.3684095)",0.0,
105.0,1.0,3.0,2250,"(-23.030253100000003, -43.4750257)",0.0,"[(9.272732997527056, (6.447031090674867, 6.928735669926887))]"
38.0,,1.0,1300,"(-22.9183909, -43.3971464)",1.0,0
75.0,,2.0,4500,"(-22.9617257, -43.2227999)",0.0,"[(56.1968082264734, (40.91715732214982, 39.90951745877887))]"
250.0,3.0,3.0,23000,"(-22.986815, -43.23017279999999)",0.0,"[(50.56730394651421, (35.157809547813606, 37.784705186667956))]"
47.0,1.0,1.0,900,"(-22.926398000000002, -43.346323299999995)",0.0,"[(43.15071168517639, (30.258065918900705, 31.964567223929375))]"
100.0,3.0,3.0,2600,"(-22.9415522, -43.1814436)",0.0,"[(65.29420544115419, (46.33266343831671, 47.762084551362676))]"
73.0,3.0,2.0,1500,"(-22.8650152, -43.362670200000004)",0.0,"[(49.20730310687691, (34.21224498784796, 36.76849062174535))]"
49.0,1.0,2.0,800,"(-22.841664, -43.2644477)",0.0,"[(67.89847184781554, (45.98882178014738, 52.0117090955845))]"
20.0,1.0,1.0,800,"(-22.9159668, -43.18999470000001)",0.0,"[(67.2582233420629, (46.76246551102837, 50.256429392536354))]"
450.0,,4.0,30000,"(-22.98679, -43.2200859)",0.0,"[(51.39061323590786, (36.705097009575574, 37.3227894753395))]"
35.0,1.0,1.0,1500,"(-22.9228633, -43.2280357)",0.0,"[(61.079529716021234, (42.03464271120013, 46.099187990580226))]"
37.0,,1.0,2850,"(-22.9721962, -43.1865848)",0.0,"[(59.22185474420613, (41.175038565776816, 44.251525145266385))]"
68.0,1.0,2.0,750,"(-22.9137159, -43.271651500000004)",1.0,0
53.0,1.0,2.0,1900,"(-22.9116725, -43.2200088)",0.0,"[(63.940243773034794, (45.55901970743572, 46.561103701908685))]"
70.0,3.0,2.0,3500,"(-22.9427792, -43.1928084)",0.0,"[(64.23415793068904, (45.2151780492664, 47.392551982299906))]"
230.0,4.0,3.0,9000,"(-22.98698730000001, -43.1909986)",0.0,"[(57.12659136639683, (40.3154344203535, 42.03432973088978))]"
