price,coord,class
23000.0,"(19.1181505, 72.8567161)",0.0
17001.25,"(19.195301800000006, 72.8398395)",0.0
34000.25,"(19.0347717, 72.8525198)",1.0
15000.5,"(19.2175443, 72.8534756)",0.0
18998.0,"(19.1743576, 72.96274709999999)",0.0
17998.5,"(19.2175443, 72.8534756)",0.0
24500.0,"(19.1888378, 72.83398620000001)",0.0
37950.0,"(19.1236962, 72.8928672)",0.0
15500.0,"(19.193901, 72.8704671)",0.0
12750.0,"(19.1517821, 72.94048149999998)",1.0
20250.0,"(19.214243, 72.87266329999999)",0.0
125000.0,"(19.1517345, 72.83283540000002)",0.0
68000.0,"(19.137351, 72.83407159999999)",0.0
17250.0,"(19.1615609, 72.9435088)",1.0
76750.0,"(19.0372959, 72.87871)",0.0
29900.000000000004,"(19.1289124, 72.8177657)",0.0
23002.0,"(19.1464581, 72.93887509999998)",0.0
46096.92,"(19.1146891, 72.89624189999998)",0.0
13801.75,"(19.1743576, 72.96274709999999)",0.0
32000.0,"(19.0357714, 72.85745159999998)",0.0
16798.39,"(19.1146891, 72.89624189999998)",0.0
25150.0,"(19.165003, 72.843069)",0.0
24750.0,"(19.16516, 72.93917429999998)",0.0
10134.0,"(19.0620527, 72.88343549999998)",0.0
31200.0,"(19.221262, 72.85809499999998)",1.0
18500.0,"(19.14731, 72.84837809999998)",0.0
35200.0,"(19.1572463, 72.84051079999998)",0.0
47150.0,"(19.176465, 72.868985)",0.0
36750.0,"(18.9981214, 72.8229296)",0.0
19500.0,"(19.1656736, 72.85854350000002)",0.0
18900.0,"(19.1898861, 72.8354552)",0.0
34002.2,"(19.0357714, 72.85745159999998)",0.0
32996.865,"(19.1146891, 72.89624189999998)",0.0
52603.0,"(18.9946505, 72.83489920000002)",0.0
51998.5,"(18.9946505, 72.83489920000002)",0.0
40100.25,"(18.9946505, 72.83489920000002)",0.0
25050.0,"(19.191909, 72.8351595)",1.0
44850.0,"(19.1660719, 72.9345506)",0.0
32250.0,"(18.9967566, 72.8277926)",0.0
20050.0,"(19.0533734, 72.8745407)",0.0
15450.0,"(19.1241789, 72.91521829999998)",0.0
,"(18.954797, 72.82254879999998)",0.0
32900.0,"(18.9732592, 72.83235490000001)",0.0
10500.0,"(19.1444809, 72.93435009999997)",0.0
11795.0,"(19.175293, 72.95611740000002)",0.0
74300.0,"(19.0045997, 72.8493739)",1.0
23502.75,"(19.1662566, 72.8525696)",0.0
15600.8,"(19.1743576, 72.96274709999999)",0.0
42998.0,"(19.060574, 72.85043999999998)",0.0
75000.0,"(18.9773318, 72.8087718)",0.0
20201.0,"(19.0461248, 72.9132122)",0.0
40850.0,"(19.1582728, 72.9454583)",0.0
10063.0,"(19.1141602, 72.9357502)",0.0
9700.0,"(19.1612887, 72.93846789999998)",0.0
37650.0,"(19.091282, 72.91643040000002)",0.0
8795.5,"(19.147463100000003, 72.9259218)",1.0
16300.0,"(19.1780266, 72.87170619999998)",0.0
12000.0,"(19.149790600000006, 72.93267949999998)",0.0
28200.0,"(19.0372959, 72.87871)",0.0
28900.0,"(19.1298829, 72.8361467)",0.0
23400.0,"(19.0638046, 72.8920434)",0.0
16499.800000000007,"(19.2198888, 72.86189820000001)",0.0
14400.0,"(19.020062300000006, 72.8353928)",0.0
39502.0,"(18.9162281, 72.8295801)",0.0
7800.495000000001,"(19.2022243, 72.8152705)",0.0
85997.04000000001,"(19.0017924, 72.82495899999998)",0.0
7565.5,"(19.1139223, 72.933971)",0.0
12000.0,"(19.1529775, 72.84461770000001)",0.0
11399.999999999998,"(19.1296561, 72.9333067)",1.0
13750.0,"(19.1910861, 72.8626421)",1.0
18700.0,"(18.9965184, 72.82901159999999)",0.0
22791.5,"(19.2004454, 72.87370229999998)",0.0
4732.5,"(19.148385, 72.9270698)",0.0
26000.0,"(19.1705898, 72.93727990000002)",1.0
21250.0,"(19.1124059, 72.8863937)",0.0
14550.0,"(19.1296561, 72.9333067)",1.0
49998.49000000001,"(18.9710396, 72.8128308)",0.0
19001.6,"(19.0720631, 72.8371073)",0.0
11901.22,"(19.0588586, 72.8790468)",0.0
36001.5,"(19.0484216, 72.82252290000002)",0.0
30000.0,"(19.0461248, 72.9132122)",0.0
17500.0,"(19.130626100000004, 72.83897259999998)",0.0
14100.0,"(19.088571, 72.91483199999998)",0.0
5095.0,"(19.148385, 72.9270698)",0.0
12703.5,"(19.2081416, 72.8798446)",0.0
10900.0,"(19.1517173, 72.93438569999998)",0.0
11299.5,"(19.105854, 72.91746289999998)",0.0
11940.0,"(19.1756223, 72.87776550000002)",0.0
13700.0,"(19.177983, 72.8501228)",0.0
22600.0,"(19.1652655, 72.95845870000002)",1.0
23999.0,"(19.1139004, 72.8524015)",0.0
105000.0,"(18.963602, 72.8197928)",0.0
34001.0,"(19.1139004, 72.8524015)",0.0
69000.0,"(19.060574, 72.85043999999998)",0.0
110000.75,"(18.9345189, 72.8371021)",0.0
13969.5,"(19.1656736, 72.85854350000002)",0.0
13876.5,"(19.176289, 72.8623745)",0.0
21250.0,"(19.1217876, 72.9178755)",0.0
10866.0,"(19.2244924, 72.86621729999997)",1.0
4850.0,"(19.1920516, 72.86713509999998)",1.0
24200.0,"(19.1581084, 72.947482)",0.0
94550.0,"(19.0086952, 72.8334279)",0.0
12800.0,"(19.1956336, 72.8685115)",0.0
10250.0,"(19.2005188, 72.86663259999997)",1.0
19750.0,"(19.0701721, 72.8956536)",0.0
27498.0,"(18.9713485, 72.8334349)",0.0
10001.0,"(19.1631138, 72.93809040000002)",0.0
174998.0,"(19.1137589, 72.8316308)",0.0
32498.75,"(19.1289207, 72.8619092)",0.0
47503.75,"(19.060574, 72.85043999999998)",0.0
10805.0,"(19.2202063, 72.8666866)",0.0
10950.0,"(19.071964, 72.9047906)",0.0
23750.0,"(19.1146146, 72.8840941)",0.0
12900.0,"(19.1458935, 72.85741750000003)",0.0
12816.0,"(19.2004135, 72.8412127)",0.0
9582.5,"(19.1228461, 72.8701047)",0.0
6990.000000000001,"(19.0636649, 72.90303420000002)",0.0
18550.0,"(19.0517369, 72.88664849999998)",1.0
23550.0,"(19.122313, 72.8857403)",0.0
12800.0,"(19.1114388, 72.92678000000002)",0.0
21000.9,"(19.160481, 72.9454193)",0.0
9970.25,"(19.2438394, 72.86778819999998)",0.0
29900.0,"(18.9713485, 72.8334349)",0.0
10999.0,"(19.1511736, 72.8326275)",0.0
24890.92,"(19.1423522, 72.8449636)",0.0
14250.0,"(19.0573852, 72.9050061)",0.0
13750.0,"(19.1452091, 72.8321637)",0.0
5863.5,"(19.202119600000003, 72.82831159999998)",1.0
19800.0,"(19.1705898, 72.93727990000002)",1.0
9350.0,"(19.2410255, 72.86365789999998)",0.0
9183.5,"(19.1943396, 72.8593747)",0.0
15200.0,"(19.175116100000004, 72.86534809999998)",0.0
16600.0,"(19.2022243, 72.8152705)",0.0
19500.0,"(19.2490129, 72.8638785)",1.0
7099.42,"(19.1969201, 72.876083)",0.0
11799.0,"(19.1915579, 72.8604115)",0.0
11000.775,"(19.0523035, 72.91507220000003)",0.0
7001.0,"(19.1969201, 72.876083)",0.0
9501.5,"(19.1367393, 72.9317595)",0.0
10700.0,"(19.0561703, 72.91025350000002)",0.0
5887.0,"(19.246381, 72.872314)",1.0
9308.0,"(19.2053584, 72.824022)",0.0
15850.0,"(19.1954037, 72.83340919999998)",0.0
8515.5,"(19.2510181, 72.87208799999998)",0.0
26700.0,"(19.1839665, 72.8425555)",1.0
16500.0,"(19.2130374, 72.8188768)",0.0
19350.0,"(19.1148576, 72.84996319999998)",0.0
15403.0,"(19.0661753, 72.89272869999998)",0.0
11001.08,"(19.160481, 72.9454193)",0.0
18500.0,"(19.1011489, 72.91122419999998)",0.0
14801.105,"(19.0357714, 72.85745159999998)",0.0
92500.0,"(19.0764024, 72.8290568)",1.0
90003.6,"(19.144455, 72.82492599999998)",0.0
14800.0,"(19.2095239, 72.87463389999998)",0.0
10100.0,"(19.2433451, 72.8605113)",1.0
16250.0,"(18.9126831, 72.8212934)",0.0
6165.0,"(19.0621229, 72.922263)",1.0
11600.0,"(19.0703949, 72.8460777)",0.0
,"(18.9774928, 72.82627629999998)",0.0
,"(18.9449599, 72.79433320000003)",0.0
,"(19.151615600000003, 72.7977051)",0.0
17000.0,"(18.9462445, 72.82649980000002)",0.0
,"(18.9492073, 72.80019589999998)",0.0
13999.795,"(19.2198888, 72.86189820000001)",0.0
19001.25,"(18.9946505, 72.83489920000002)",0.0
14000.0,"(18.96851, 72.84378249999997)",0.0
12998.9,"(19.1146891, 72.89624189999998)",0.0
15499.0,"(19.195874, 72.839519)",0.0
16850.0,"(19.1700756, 72.958497)",0.0
9711.5,"(19.0093414, 72.8984317)",0.0
17900.0,"(19.0523512, 72.9354908)",1.0
,"(19.0321447, 72.847383)",0.0
,"(19.0093414, 72.8984317)",0.0
14854.0,"(19.0996248, 72.8848733)",0.0
28300.0,"(18.9470425, 72.83002479999998)",0.0
30850.0,"(19.1464196, 72.7954178)",0.0
,"(18.9905474, 72.81327499999998)",0.0
,"(18.9573691, 72.80736139999998)",0.0
24998.75,"(19.1289207, 72.8619092)",0.0
8502.0,"(19.160481, 72.9454193)",0.0
21001.4,"(19.1146891, 72.89624189999998)",0.0
16998.07,"(19.1146891, 72.89624189999998)",0.0
14399.4,"(19.2198888, 72.86189820000001)",0.0
,"(18.9687784, 72.8229581)",0.0
,"(18.9587767, 72.8195887)",0.0
12900.0,"(19.006585600000005, 72.85041729999998)",1.0
16850.0,"(19.104834, 72.92874990000001)",0.0
258600.0,"(18.9956254, 72.8208318)",0.0
,"(18.977367, 72.823894)",0.0
,"(18.9771208, 72.83074559999999)",0.0
,"(19.0732155, 72.8252838)",1.0
,"(19.0747117, 72.9176813)",0.0
,"(19.0125847, 72.8904232)",1.0
8400.900000000001,"(19.078160600000004, 72.914467)",0.0
3799.375,"(19.1289496, 72.930686)",0.0
11800.4,"(19.078160600000004, 72.914467)",0.0
28999.0,"(19.0282347, 72.8785587)",0.0
25497.0,"(19.1979771, 72.87249179999998)",0.0
,"(19.0844319, 72.828636)",0.0
10916.0,"(19.0749268, 72.841814)",1.0
,"(19.0353849, 72.8423036)",0.0
,"(19.0303478, 72.8465834)",0.0
,"(18.9454613, 72.83455500000002)",0.0
38850.0,"(19.0353999, 72.84334559999998)",0.0
22050.0,"(19.0372848, 72.84634)",0.0
33800.0,"(18.955950100000006, 72.83741549999998)",0.0
,"(19.03902, 72.83994100000002)",0.0
,"(18.9482031, 72.7973651)",0.0
9348.5,"(19.172349, 72.881314)",0.0
31498.775,"(19.1289207, 72.8619092)",0.0
45000.0,"(19.1289207, 72.8619092)",0.0
26897.5,"(19.1146891, 72.89624189999998)",0.0
30998.9,"(19.1139004, 72.8524015)",0.0
53000.0,"(19.1031881, 72.8485318)",0.0
,"(18.9588137, 72.823803)",0.0
,"(19.0047618, 72.85367109999999)",0.0
16764.0,"(19.0747117, 72.9176813)",0.0
18650.0,"(19.0382146, 72.84102929999997)",0.0
13650.0,"(19.1372423, 72.9349833)",0.0
24150.0,"(19.207669, 72.850634)",0.0
,"(18.9505708, 72.8214886)",0.0
18000.0,"(19.109107, 72.8486975)",0.0
4799.25,"(19.1631138, 72.93809040000002)",0.0
26999.5,"(19.144455, 72.82492599999998)",0.0
10999.0,"(19.195874, 72.839519)",0.0
6800.0,"(19.1511736, 72.8326275)",0.0
13201.5,"(19.2601514, 72.8542872)",0.0
26150.0,"(18.9780586, 72.8308334)",0.0
26450.0,"(18.9354415, 72.83425559999998)",0.0
,"(18.9472108, 72.8271266)",0.0
35000.0,"(19.0287365, 72.84182360000001)",0.0
43000.0,"(19.0312781, 72.8421781)",0.0
87500.0,"(19.0360842, 72.83954790000001)",0.0
16100.0,"(18.9618587, 72.83725890000002)",0.0
,"(19.0366153, 72.8436705)",0.0
,"(18.9629951, 72.8109079)",0.0
20650.0,"(18.9536703, 72.82662479999998)",0.0
3401.0,"(19.172349, 72.881314)",0.0
24898.800000000007,"(19.144455, 72.82492599999998)",0.0
31199.37,"(19.0615644, 72.85591070000002)",0.0
4599.05,"(19.1969201, 72.876083)",0.0
35998.2,"(19.0615644, 72.85591070000002)",0.0
25300.0,"(19.0993813, 72.84472889999998)",0.0
,"(19.0855298, 72.9117248)",0.0
,"(19.0050898, 72.83160509999998)",0.0
,"(19.0479104, 72.8589638)",0.0
30600.0,"(19.0282347, 72.8785587)",0.0
50450.0,"(18.9996394, 72.82537370000001)",0.0
23700.0,"(19.13679, 72.93067590000003)",0.0
,"(18.9541664, 72.81955640000002)",0.0
37150.0,"(19.026600100000003, 72.8785814)",0.0
,"(19.017476100000003, 72.83248139999998)",0.0
5999.7,"(19.1631138, 72.93809040000002)",0.0
1099.5,"(19.0088678, 72.8573828)",0.0
25999.0,"(19.144455, 72.82492599999998)",0.0
24997.550000000007,"(19.160481, 72.9454193)",0.0
46002.0,"(19.144455, 72.82492599999998)",0.0
,"(18.9728424, 72.83363899999998)",0.0
16647.5,"(19.0747117, 72.9176813)",0.0
,"(19.0276124, 72.8410761)",0.0
,"(19.0341646, 72.842186)",0.0
13800.0,"(18.9457286, 72.8311489)",0.0
,"(19.0880264, 72.9046444)",0.0
34400.0,"(19.1402957, 72.86520970000002)",0.0
19500.0,"(19.0961371, 72.9190564)",0.0
170000.0,"(19.0261555, 72.8438161)",0.0
39250.0,"(19.0353849, 72.8423036)",0.0
3899.55,"(19.1878099, 72.845366)",0.0
10500.0,"(19.1367393, 72.9317595)",0.0
4500.0,"(19.1878099, 72.845366)",0.0
22000.5,"(19.144455, 72.82492599999998)",0.0
17001.5,"(19.1438971, 72.8427707)",0.0
7988.0,"(19.0380334, 72.8537589)",1.0
56250.0,"(19.0694678, 72.83715040000001)",0.0
,"(19.0650829, 72.83569530000003)",0.0
,"(19.0672579, 72.8379929)",0.0
55300.0,"(19.0773781, 72.8298537)",0.0
51500.0,"(19.0671554, 72.83294240000002)",0.0
37650.0,"(19.1008731, 72.8457775)",0.0
,"(19.1201277, 72.84289629999998)",0.0
13899.999999999998,"(19.1926252, 72.8385253)",0.0
,"(19.0959575, 72.88739679999998)",0.0
14499.48,"(18.9994335, 72.84483320000002)",0.0
4998.95,"(19.172349, 72.881314)",0.0
6500.0,"(19.1969201, 72.876083)",0.0
13999.405,"(19.144455, 72.82492599999998)",0.0
21500.0,"(19.160481, 72.9454193)",0.0
,"(19.0024302, 72.8490791)",1.0
22150.0,"(19.1490839, 72.8390507)",0.0
26000.0,"(19.1295977, 72.8373776)",0.0
,"(19.061658800000004, 72.9261243)",1.0
3750.0,"(19.156474, 72.92965190000002)",1.0
59200.0,"(19.0716521, 72.8326656)",0.0
,"(19.0542873, 72.8335647)",0.0
,"(19.0641325, 72.92406190000001)",1.0
20100.0,"(19.0655502, 72.9216947)",1.0
,"(19.072908, 72.82993150000001)",0.0
13501.25,"(19.0109799, 72.851241)",0.0
8300.3,"(19.0638046, 72.8920434)",0.0
11999.0,"(19.160481, 72.9454193)",0.0
9000.8,"(19.2228758, 72.84217840000002)",0.0
6999.799999999998,"(19.1969201, 72.876083)",0.0
,"(19.2447186, 72.85156049999998)",0.0
,"(19.0182594, 72.8281884)",0.0
18200.0,"(19.1333829, 72.93568509999999)",0.0
,"(19.083034, 72.88888)",1.0
121650.0,"(18.9901402, 72.82127129999998)",0.0
,"(19.0527742, 72.8732811)",0.0
,"(19.0389455, 72.8420546)",0.0
63600.0,"(19.1153163, 72.85108749999998)",0.0
120200.0,"(19.0017924, 72.82495899999998)",0.0
24550.0,"(19.0690922, 72.86165940000002)",0.0
14598.1,"(19.195301800000006, 72.8398395)",0.0
10499.075,"(19.071795, 72.86294199999998)",0.0
24002.0,"(19.144455, 72.82492599999998)",0.0
10698.82,"(19.160481, 72.9454193)",0.0
2949.875,"(19.1878099, 72.845366)",0.0
15750.0,"(19.1333829, 72.93568509999999)",0.0
,"(19.0272051, 72.85919770000002)",0.0
,"(18.968501, 72.8259285)",0.0
,"(19.683248000000006, 72.750856)",0.0
51700.0,"(19.104658, 72.852273)",0.0
25850.0,"(19.0260169, 72.8439259)",0.0
7736.5,"(19.0374869, 72.84978620000003)",1.0
28250.0,"(19.0260169, 72.8439259)",0.0
26050.0,"(19.2242681, 72.8631418)",0.0
,"(19.218291, 72.866805)",1.0
8599.0,"(19.1969201, 72.876083)",0.0
14000.0,"(19.2438394, 72.86778819999998)",0.0
3999.5,"(19.1725542, 72.942537)",0.0
22502.75,"(19.1752424, 72.97103890000002)",0.0
14600.0,"(19.1979771, 72.87249179999998)",0.0
137700.0,"(19.0188042, 72.8301195)",0.0
,"(19.005184, 72.825239)",0.0
,"(19.003054, 72.83846159999997)",0.0
76700.0,"(19.0320015, 72.8444312)",0.0
25400.0,"(19.1372705, 72.8334612)",0.0
10753.5,"(19.0899985, 72.83624689999998)",0.0
24000.0,"(19.104658, 72.852273)",0.0
15600.0,"(19.1296561, 72.9333067)",1.0
300350.0,"(19.0188042, 72.8301195)",0.0
17700.0,"(18.978315, 72.8317163)",1.0
15001.0,"(19.078596, 72.85396479999999)",0.0
35500.3,"(19.0357714, 72.85745159999998)",0.0
8498.75,"(19.2022243, 72.8152705)",0.0
18000.0,"(19.1969201, 72.876083)",0.0
15499.9,"(19.1915579, 72.8604115)",0.0
24450.0,"(19.1296561, 72.9333067)",1.0
,"(19.0168159, 72.83024909999997)",0.0
34450.0,"(19.092818, 72.913595)",0.0
53000.0,"(19.078354, 72.83985559999998)",0.0
,"(18.947059, 72.835608)",0.0
7751.0,"(19.187751, 72.85033899999998)",0.0
32550.0,"(18.9757559, 72.8252035)",0.0
,"(19.0753735, 72.90841429999998)",0.0
23300.0,"(19.106840100000007, 72.84966419999998)",0.0
10699.5,"(19.2022243, 72.8152705)",0.0
18000.0,"(19.2175443, 72.8534756)",0.0
11999.5,"(19.2175443, 72.8534756)",0.0
12000.39,"(19.172349, 72.881314)",0.0
28900.0,"(18.9921944, 72.8362523)",0.0
,"(19.1900475, 72.85116190000002)",0.0
,"(18.9589174, 72.8124046)",0.0
16850.0,"(19.114031, 72.89768000000002)",0.0
12044.5,"(19.1296561, 72.9333067)",1.0
20500.0,"(19.090779, 72.90289090000002)",0.0
44400.00000000001,"(19.0744522, 72.8711402)",0.0
,"(19.0739163, 72.83102889999998)",0.0
24100.0,"(19.122459, 72.88429789999998)",0.0
,"(19.1119391, 72.84166450000002)",0.0
3099.6,"(19.172349, 72.881314)",0.0
20003.0,"(19.160481, 72.9454193)",0.0
6500.5,"(19.1725542, 72.942537)",0.0
8798.75,"(19.2438394, 72.86778819999998)",0.0
32498.0,"(19.0990278, 72.841453)",0.0
,"(19.0764024, 72.8290568)",1.0
38168.0,"(19.0282347, 72.8785587)",0.0
,"(19.0943797, 72.84394209999998)",0.0
8312.5,"(19.0827837, 72.88105589999998)",0.0
21700.0,"(19.1260586, 72.85372530000002)",0.0
17250.0,"(19.1254451, 72.92271769999998)",0.0
,"(19.200977, 72.86725909999998)",0.0
35450.0,"(19.1080732, 72.8502908)",0.0
32700.000000000004,"(19.0938435, 72.9226175)",0.0
57500.0,"(19.0597654, 72.8519688)",0.0
13299.02,"(19.1969201, 72.876083)",0.0
19501.25,"(18.9946505, 72.83489920000002)",0.0
5499.25,"(19.1969201, 72.876083)",0.0
16498.5,"(19.0461248, 72.9132122)",0.0
35001.4,"(19.144455, 72.82492599999998)",0.0
,"(19.0993813, 72.84472889999998)",0.0
,"(19.048517, 72.8566965)",0.0
29100.0,"(19.0146777, 72.85086120000003)",0.0
72200.0,"(19.057416600000003, 72.85077740000001)",0.0
38300.0,"(19.0018492, 72.8287309)",0.0
,"(19.0608902, 72.88283539999998)",0.0
33200.0,"(19.0292811, 72.85220550000003)",0.0
10793.0,"(19.0804525, 72.8878045)",0.0
74300.0,"(19.0219643, 72.8375465)",0.0
,"(18.9842965, 72.84099119999998)",0.0
15499.0,"(19.1289207, 72.8619092)",0.0
6600.0,"(19.1289207, 72.8619092)",0.0
7800.4,"(19.1969201, 72.876083)",0.0
9000.0,"(19.2228758, 72.84217840000002)",0.0
17500.835,"(19.1146891, 72.89624189999998)",0.0
,"(19.0177583, 72.8684712)",0.0
,"(18.6060873, 73.8227917)",0.0
13750.0,"(18.9648916, 72.8261411)",0.0
,"(18.9534555, 72.82749940000002)",0.0
7738.5,"(19.0959575, 72.88739679999998)",0.0
10905.0,"(19.236527, 72.84269300000003)",0.0
25900.0,"(19.134061, 72.86307790000002)",1.0
24000.0,"(19.1572463, 72.84051079999998)",0.0
17900.0,"(19.1073963, 72.91548379999998)",0.0
9998.75,"(19.1011489, 72.91122419999998)",0.0
8499.875,"(19.1969201, 72.876083)",0.0
18497.28,"(19.172349, 72.881314)",0.0
7499.6,"(19.2228758, 72.84217840000002)",0.0
7202.5,"(19.1998211, 72.84259399999998)",0.0
116650.0,"(19.0459014, 72.82003220000001)",0.0
20450.0,"(19.1296561, 72.9333067)",1.0
86650.0,"(19.0061264, 72.8296727)",0.0
,"(19.2494357, 72.85962789999998)",0.0
,"(19.228487, 72.84746700000002)",0.0
,"(19.2234445, 72.8566852)",0.0
12100.0,"(19.1656736, 72.85854350000002)",0.0
,"(18.9945789, 72.8360848)",0.0
26700.0,"(19.1833582, 72.86091549999998)",1.0
115300.0,"(19.0188042, 72.8301195)",0.0
13098.75,"(19.071795, 72.86294199999998)",0.0
7900.799999999998,"(19.1969201, 72.876083)",0.0
13500.0,"(19.1011489, 72.91122419999998)",0.0
7200.0,"(19.2471573, 72.8462833)",0.0
10005.125,"(19.1969201, 72.876083)",0.0
,"(19.0272971, 72.8420293)",0.0
,"(18.9546327, 72.8236032)",0.0
22100.0,"(19.2230136, 72.8450345)",0.0
15650.0,"(19.0690361, 72.8943595)",0.0
18650.0,"(19.2037789, 72.83452170000002)",0.0
62700.0,"(19.0239138, 72.85222499999998)",0.0
,"(19.1418875, 72.93010009999998)",0.0
,"(19.1927427, 72.8325079)",0.0
32750.0,"(19.163447100000006, 72.83478259999998)",0.0
,"(19.046079, 72.90104050000002)",0.0
7399.539999999999,"(19.2438394, 72.86778819999998)",0.0
17899.82,"(19.1011489, 72.91122419999998)",0.0
8201.5,"(19.172349, 72.881314)",0.0
17500.5,"(19.1969201, 72.876083)",0.0
18500.5,"(19.172349, 72.881314)",0.0
43850.0,"(19.0201023, 72.8483609)",0.0
33900.0,"(19.0855971, 72.90927940000002)",0.0
,"(18.949986600000006, 72.83527889999998)",0.0
,"(19.0649695, 72.8965808)",0.0
19050.0,"(19.1663345, 72.96367740000002)",0.0
,"(18.9589339, 72.82203439999998)",0.0
11023.5,"(19.254240600000006, 72.8661128)",0.0
83900.0,"(18.9996394, 72.82537370000001)",0.0
6000.6,"(19.2022243, 72.8152705)",0.0
16000.0,"(19.195874, 72.839519)",0.0
40996.35,"(18.9700798, 72.8395161)",0.0
15500.0,"(19.1969201, 72.876083)",0.0
7500.0,"(19.0390214, 72.86189519999998)",0.0
11690.0,"(19.062710100000004, 72.88387139999998)",0.0
70550.0,"(19.1208974, 72.9176751)",0.0
18100.0,"(18.999417, 72.852407)",0.0
,"(19.2153139, 72.83760769999998)",0.0
24850.0,"(19.1154632, 72.91804929999998)",0.0
24450.0,"(19.078433800000006, 72.85564819999998)",0.0
29600.0,"(19.1133583, 72.84693370000002)",0.0
,"(18.9777315, 72.82732490000002)",0.0
107800.0,"(19.0061264, 72.8296727)",0.0
32500.0,"(19.172349, 72.881314)",0.0
11501.0,"(19.172349, 72.881314)",0.0
113400.0,"(19.0484216, 72.82252290000002)",0.0
33999.5,"(19.1979771, 72.87249179999998)",0.0
75002.4,"(19.020062300000006, 72.8353928)",0.0
,"(19.152047, 72.84344209999998)",0.0
20500.0,"(19.0725049, 72.902937)",0.0
120800.0,"(19.0148069, 72.84641529999998)",0.0
,"(12.956924, 77.701127)",0.0
9715.0,"(19.2498773, 72.86801120000001)",0.0
35150.0,"(18.9801254, 72.84028599999998)",0.0
567850.0,"(18.9970568, 72.81840270000002)",0.0
16200.0,"(19.167268300000003, 72.93839380000001)",0.0
84500.0,"(18.9801254, 72.84028599999998)",0.0
17050.0,"(19.1806741, 72.9491078)",0.0
8998.75,"(19.1969201, 72.876083)",0.0
6000.0,"(19.160481, 72.9454193)",0.0
11999.35,"(19.1969201, 72.876083)",0.0
9501.5,"(19.172349, 72.881314)",0.0
12499.95,"(19.0638046, 72.8920434)",0.0
14600.0,"(19.0605473, 72.8861184)",0.0
34000.0,"(19.1156638, 72.9130279)",0.0
11500.0,"(19.2574665, 72.8650191)",0.0
,"(17.4020637, 78.4840052)",0.0
,"(19.0581209, 72.8650376)",0.0
26500.0,"(19.1156638, 72.9130279)",0.0
33000.0,"(19.173138, 72.9527016)",0.0
,"(19.0899835, 72.89774440000002)",1.0
22350.0,"(19.082632500000006, 72.90984440000003)",0.0
18900.0,"(19.1418875, 72.93010009999998)",0.0
4250.200000000002,"(19.2169842, 72.820583)",0.0
12999.55,"(19.111988, 72.866923)",0.0
14000.6,"(19.0523035, 72.91507220000003)",0.0
13998.475,"(19.1367393, 72.9317595)",0.0
53099.49999999999,"(19.0045997, 72.8493739)",1.0
,"(19.1725542, 72.942537)",0.0
,"(18.9796563, 72.8270902)",0.0
30200.0,"(19.1333829, 72.93568509999999)",0.0
68400.00000000001,"(18.9705322, 72.821338)",0.0
17550.0,"(19.051675600000006, 72.9178845)",0.0
24150.0,"(19.0769128, 72.91152)",0.0
39100.0,"(19.10399, 72.8636861)",0.0
